text,category,target,source,source_url
"I am revamping some computer-aided visual inspection systems which use the old AT&T Targa-16 Board Set (2 cards) to display images from a color CCD camera to a color monitor, providing the option to overlay text or a crosshair. No image capture or manipulation is performed, just display. I would like to know if there is still a source for development libraries which would allow me to embed commands in my own software to enable the camera, draw crosshairs, print text, etc. I'll be glad to pay if they are commercially available. E-Mail if possible. -- ---------------------------------------------------------------- Joe Ryburn | CIM Manager | Intergraph Corporation | Manufacturing Integration | Huntsville, AL 35894",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I have to say I think this is the first time there has been something posted that opposed me without making personal insults. Congradulations tim. I think the other people answered you on most of the factual parts(esp. about the internal conflicts policy). Israel very often gets away with more than most other nations (Due to U.S. vetos). While I am not familiar with every instance I know that the reason Saudi Arabia was not condemned for killig the pilgrims was that the pilgrims were iranian. Yes, the UN is biased but mostly in favor of the US and its allies (Including Israel, Saudi Arabia and Pakistan) and against ""Outlaw"" countries like iran and more recently Iraq. Far be it from me to support the repressive governments there but I think they get more slack than Israel for things they do ""wrong"". Again the reason some condemnations don't occur lies in the race or country of the victims. The gassed Iraqi kurds got associated with Iran in the war and since Iran was perceived as worse than Iraq no condemnation resulted. The palestinians killed by arab countries involved another case of who cares. It seems that until very recently no one cared about how many palestinians died anywhere (including in Israel and the occupied territories). Again I appreciate the lack of personal insults.",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Excuse me, but if you really new what the show was about, you'd know that he doesn't just say vagina and penis and that is how he get's his ratings. He also addresss real issues as well as being outrageous. I don't hear any of these other idiots doing a funny show and getting into some serious topics at the same time, he get's people to think and entertains them at the same time, so try listening to his show a little closer before you tell them that they are WRONG, and by the way, if he is such a flash in the pan, why do his ratings sustain so well? Hmm? -- ----------------------------------------------- Greg W. Lazar greg@puck.webo.dg.com J-E-T-S JETS JETS JETS",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"The lethality in small part, but mostly what I found frightening was the fact that they were wielded by people who believed that they ate breakfast every morning with Jesus Christ. Now I wasn't there in Galilee back in the Roman occupation, so I don't know for certain that David Koresh was not Jesus Christ, but I strongly suspect that he was not (even aside from the fact of never having seen them in a photograph together). I admit I can't cite a specific, but if there isn't a law against purchasing grenade components and assembling them into functioning units then perhaps we need one. All second ammendment arguments aside, I'm just not sure that I like the idea of private citizens with hand grenades.",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I know it's only wishful thinking, with our current President, but this is from last fall: ""Is there life on Mars? Maybe not now. But there will be."" -- Daniel S. Goldin, NASA Administrator, 24 August 1992 -- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office kjenks@gothamcity.jsc.nasa.gov (713) 483-4368",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"# #The article also contains numbers on the number of sexual partners. # #The median number of sexual partners for all men 20-39 was 7.3. # #Compared to the table I have already posted from Masters, Johnson, # #and Kolodny showing male homosexual partners, it is apparent that # #homosexual men are dramatically more promiscuous than the general # #male population. It's a shame that we don't have a breakdown for # #straight men vs. gay/bi men -- that would show even more dramatically # #how much more promiscuous gay/bi men are. # # Possibly because gay/bi men are less likely to get married? Marriage isn't a requirement for a couple staying together. # What was the purpose of this post? If it was to show a mindless obsession # with statistics, an incredibly flawed system of reasoning, and a repellent # hatemonger agenda, then the purpose was accomplished with panache. # # (a) Get a clue. (b) Get a life. (c) Get out of my face. I'm not in yours. # # ----bi Andrew D. Simchik SCHNOPIA! Yes you are. When you and the rest of the homosexual community pass laws to impose your moral codes on me, by requiring me to hire, rent to, or otherwise associate with a homosexual against my will, yes, you are in my face. Until homosexuals stop trying to impose their morals on me, I will be in your face about this.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"You should be aware that the US Army was called to ""fight"" (and did) WW I veterans (bonus marchers) who marched on DC demanding bonuses they were promised for service. Becaues of the depression, they wanted them early.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"You'd need to launch HLVs to send up large amounts of stuff *if* you assume no new launcher development. If you assume new launcher development, with lower costs as a specific objective, then you probably don't want to build something HLV-sized anyway.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I assume, then, that someone at Thiokol put on their ""manager's hat"" and said that pissing off the customer by delaying shipment of the SRB to look inside it was a bad idea, regardless of where that tool might have ended up.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"As an Amateur Radio operator (VHF 2metres) I like to keep up with what is going up (and for that matter what is coming down too). In about 30 days I have learned ALOT about satellites current, future and past all the way back to Vanguard series and up to Astro D observatory (space). I borrowed a book from the library called Weater Satellites (I think, it has a photo of the earth with a TIROS type satellite on it.) I would like to build a model or have a large color poster of one of the TIROS satellites I think there are places in the USA that sell them. ITOS is my favorite looking satellite, followed by AmSat-OSCAR 13 (AO-13). TTYL 73 Jim",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"After the initial gun battle was over, they had 50 days to come out peacefully. They had their high priced lawyer, and judging by the posts here they had some public support. Can anyone come up with a rational explanation why the didn't come out (even after they negotiated coming out after the radio sermon) that doesn't include the Davidians wanting to commit suicide/murder/general mayhem?",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Well, no. Although I admit that's more exciting than a rat killer. -- Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I would like to publicly apologize to our Anisa Aldoubosh for playing : **** Well Anisa I am not sure that I feel the necessary remorse. You and another Muslim lady ( Hanan Ashrawi ) seems to me to be some attempt to charm the west into forgetting what you are really saying. It is not that we hate muslims but we hate certain things you are saying every now and then. And it is depressing to ponder the prospects for peace while those wievs are held by your people. Not that we are better then you , we have our own prejudices and vices in the West thank you. But your views are really depressing . Thus I have fallen in the temptation to tease and make a little fun instead of .... and have problems to mobilize the necessary remorse! Best Regards",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I've a curiousity -- Whenever a person is put on the 15-day, 30-day or 60-day, the person is on the list longer than the specificed time I've seen a person on the 15-day for maybe 4 months last year, I don't remember what... I just need a little clarification on the disabled list specifications. - Scotyy",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"From Israeline 4/27/93 Rabin: We Must Concentrate on Qualitative Changes in Israeli Society Today's AL HAMISHMAR quotes Prime Minister Yitzhak Rabin's Independence Day interview yesterday on Israel Television. Rabin said that enforcing Jewish sovereignty over the entire Land of Israel would lead to the establishment of a bi-national state. ""I would view it as if the historical destiny of my generation, Dor Tashach, the generation that had the great privilege of determining the fate of the people and founding the Jewish state, had been lost."" Rabin added, ""We must stop dreaming of settlements [i.e. in the Territories] and focus on qualitative and substantive changes in Israeli society to make it a productive society dependent on its own labor."" The Prime Minister concluded saying that he would like to achieve a significant breakthrough in the peace process during his government's term.",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
